Number	Family	Genus	Species	Latitude	Longitude	Alt	date
A46-20160705-163	Notodontidae	Fentonia	Fentonia baibarana	23.266046	120.825008	1004	20160705
A43-20160713-004	Notodontidae	Fentonia	Fentonia baibarana	24.31492	121.72523	549	20160713
A43-20160713-005	Notodontidae	Fentonia	Fentonia baibarana	24.31492	121.72523	549	20160713
V06-20130412-066	Uraniidae	Dysaethria	Dysaethria flavistriga	24.576929	120.884343	100	20130412
V13-20130608-057	Uraniidae	Dysaethria	Dysaethria flavistriga	24.777422	121.502043	418	20130608
A41-20140206-081	Uraniidae	Dysaethria	Dysaethria flavistriga	23.956808	121.124291	1112	20140206
V06-20140502-048	Uraniidae	Dysaethria	Dysaethria flavistriga	24.576929	120.884343	100	20140502
V05-20150116-026	Uraniidae	Dysaethria	Dysaethria flavistriga	25.154885	121.504001	310	20150116
V06-20150911-062	Uraniidae	Dysaethria	Dysaethria flavistriga	24.576929	120.884343	100	20150911
A43-20160503-177	Uraniidae	Dysaethria	Dysaethria flavistriga	24.31492	121.72523	549	20160503
A35-20141116-260	Notodontidae	Stauropus	Stauropus alternus alternus	24.41809	121.78984	245	20141116
V13-20150904-052	Notodontidae	Stauropus	Stauropus alternus alternus	24.777422	121.502043	418	20150904
A35-20160307-187	Notodontidae	Stauropus	Stauropus alternus alternus	24.41809	121.78984	245	20160307
V11-20130414-084	Drepanidae	Tridrepana	Tridrepana arikana	23.058381	120.733335	1427	20130414
V06-20130705-093	Drepanidae	Tridrepana	Tridrepana arikana	24.576929	120.884343	100	20130705
V11-20131109-038	Drepanidae	Tridrepana	Tridrepana arikana	23.058381	120.733335	1427	20131109
V02-20131201-027	Drepanidae	Tridrepana	Tridrepana arikana	24.051142	120.780668	312	20131201
V02-20140101-021	Drepanidae	Tridrepana	Tridrepana arikana	24.051142	120.780668	312	20140101
V02-20140101-022	Drepanidae	Tridrepana	Tridrepana arikana	24.051142	120.780668	312	20140101
V16-20140221-005	Drepanidae	Tridrepana	Tridrepana arikana	22.90725	121.135166	168	20140221
V02-20140303-116	Drepanidae	Tridrepana	Tridrepana arikana	24.051142	120.780668	312	20140303
A41-20140325-108	Drepanidae	Tridrepana	Tridrepana arikana	23.956808	121.124291	1112	20140325
V17-20140607-095	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20140607
V17-20140816-077	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20140816
A38-20140925-166	Drepanidae	Tridrepana	Tridrepana arikana	23.955256	121.17201	1220	20140925
V17-20141004-063	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20141004
V07-20141024-038	Drepanidae	Tridrepana	Tridrepana arikana	24.22315	120.762824	390	20141024
V17-20141108-046	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20141108
V17-20141108-047	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20141108
V17-20141206-056	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20141206
V17-20150110-022	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20150110
V11-20150126-033	Drepanidae	Tridrepana	Tridrepana arikana	23.058381	120.733335	1427	20150126
A46-20150128-177	Drepanidae	Tridrepana	Tridrepana arikana	23.266046	120.825008	1004	20150128
V11-20150226-031	Drepanidae	Tridrepana	Tridrepana arikana	23.058381	120.733335	1427	20150226
V17-20150307-078	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20150307
A46-20151111-258	Drepanidae	Tridrepana	Tridrepana arikana	23.266046	120.825008	1004	20151111
V17-20151205-095	Drepanidae	Tridrepana	Tridrepana arikana	22.967711	120.68557	750	20151205
V24-20160409-090	Drepanidae	Tridrepana	Tridrepana arikana	22.887435	120.738201	1041	20160409
A46-20160602-167	Drepanidae	Tridrepana	Tridrepana arikana	23.266046	120.825008	1004	20160602
A46-20160602-168	Drepanidae	Tridrepana	Tridrepana arikana	23.266046	120.825008	1004	20160602
A46-20160705-280	Drepanidae	Tridrepana	Tridrepana arikana	23.266046	120.825008	1004	20160705
A35-20160712-037	Drepanidae	Tridrepana	Tridrepana arikana	24.41809	121.78984	245	20160712
A34-20151209-070	Geometridae	Catarhoe	Catarhoe obscura	24.81502	121.41285	670	20151209
A34-20151209-071	Geometridae	Catarhoe	Catarhoe obscura	24.81502	121.41285	670	20151209
A34-20151209-072	Geometridae	Catarhoe	Catarhoe obscura	24.81502	121.41285	670	20151209
V07-20130412-075	Geometridae	Eumelea	Eumelea ludovicata	24.22315	120.762824	390	20130412
V07-20130412-076	Geometridae	Eumelea	Eumelea ludovicata	24.22315	120.762824	390	20130412
A35-20130417-053	Geometridae	Eumelea	Eumelea ludovicata	24.41809	121.78984	245	20130417
V16-20131004-003	Geometridae	Eumelea	Eumelea ludovicata	22.90725	121.135166	168	20131004
V02-20131201-002	Geometridae	Eumelea	Eumelea ludovicata	24.051142	120.780668	312	20131201
V09-20140205-001	Geometridae	Eumelea	Eumelea ludovicata	24.145417	120.557194	83	20140205
V10-20140530-073	Geometridae	Eumelea	Eumelea ludovicata	23.665211	120.633595	296	20140530
V10-20140530-074	Geometridae	Eumelea	Eumelea ludovicata	23.665211	120.633595	296	20140530
V15-20140627-066	Geometridae	Eumelea	Eumelea ludovicata	23.690748	120.62233	161	20140627
V07-20140704-049	Geometridae	Eumelea	Eumelea ludovicata	24.22315	120.762824	390	20140704
V07-20140704-050	Geometridae	Eumelea	Eumelea ludovicata	24.22315	120.762824	390	20140704
V09-20140719-001	Geometridae	Eumelea	Eumelea ludovicata	24.145417	120.557194	83	20140719
V13-20140725-042	Geometridae	Eumelea	Eumelea ludovicata	24.777422	121.502043	418	20140725
A35-20140728-048	Geometridae	Eumelea	Eumelea ludovicata	24.41809	121.78984	245	20140728
V01-20140824-020	Geometridae	Eumelea	Eumelea ludovicata	24.176292	120.562168	168	20140824
A35-20140923-285	Geometridae	Eumelea	Eumelea ludovicata	24.41809	121.78984	245	20140923
A40-20140924-111	Geometridae	Eumelea	Eumelea ludovicata	24.3208	121.7209	280	20140924
A38-20140925-128	Geometridae	Eumelea	Eumelea ludovicata	23.955256	121.17201	1220	20140925
V15-20140926-002	Geometridae	Eumelea	Eumelea ludovicata	23.690748	120.62233	161	20140926
V13-20141018-025	Geometridae	Eumelea	Eumelea ludovicata	24.777422	121.502043	418	20141018
V06-20141024-043	Geometridae	Eumelea	Eumelea ludovicata	24.576929	120.884343	100	20141024
V09-20141206-001	Geometridae	Eumelea	Eumelea ludovicata	24.145417	120.557194	83	20141206
V19-20150515-077	Geometridae	Eumelea	Eumelea ludovicata	25.157501	121.511441	517	20150515
V19-20150515-078	Geometridae	Eumelea	Eumelea ludovicata	25.157501	121.511441	517	20150515
A43-20150611-089	Geometridae	Eumelea	Eumelea ludovicata	24.31492	121.72523	549	20150611
V19-20150612-053	Geometridae	Eumelea	Eumelea ludovicata	25.157501	121.511441	517	20150612
V19-20150612-054	Geometridae	Eumelea	Eumelea ludovicata	25.157501	121.511441	517	20150612
V19-20150612-055	Geometridae	Eumelea	Eumelea ludovicata	25.157501	121.511441	517	20150612
V06-20150612-044	Geometridae	Eumelea	Eumelea ludovicata	24.576929	120.884343	100	20150612
V22-20150718-029	Geometridae	Eumelea	Eumelea ludovicata	24.176558	120.55142	68	20150718
V17-20150801-055	Geometridae	Eumelea	Eumelea ludovicata	22.967711	120.68557	750	20150801
V23-20150811-050	Geometridae	Eumelea	Eumelea ludovicata	24.23196	120.73736	302	20150811
A35-20150811-146	Geometridae	Eumelea	Eumelea ludovicata	24.41809	121.78984	245	20150811
V23-20150920-041	Geometridae	Eumelea	Eumelea ludovicata	24.23196	120.73736	302	20150920
V23-20150920-042	Geometridae	Eumelea	Eumelea ludovicata	24.23196	120.73736	302	20150920
A37-20151016-104	Geometridae	Eumelea	Eumelea ludovicata	24.53687	121.83858	278	20151016
V17-20151107-058	Geometridae	Eumelea	Eumelea ludovicata	22.967711	120.68557	750	20151107
V17-20151205-071	Geometridae	Eumelea	Eumelea ludovicata	22.967711	120.68557	750	20151205
V23-20160113-003	Geometridae	Eumelea	Eumelea ludovicata	24.23196	120.73736	302	20160113
V23-20160201-001	Geometridae	Eumelea	Eumelea ludovicata	24.23196	120.73736	302	20160201
V20-20160603-055	Geometridae	Eumelea	Eumelea ludovicata	24.617738	120.914902	37	20160603
V20-20160603-057	Geometridae	Eumelea	Eumelea ludovicata	24.617738	120.914902	37	20160603
V28-20160604-063	Geometridae	Eumelea	Eumelea ludovicata	24.267956	120.781725	428	20160604
V01-20160606-053	Geometridae	Eumelea	Eumelea ludovicata	24.176292	120.562168	168	20160606
V01-20160606-055	Geometridae	Eumelea	Eumelea ludovicata	24.176292	120.562168	168	20160606
V22-20160608-042	Geometridae	Eumelea	Eumelea ludovicata	24.176558	120.55142	68	20160608
V22-20160608-043	Geometridae	Eumelea	Eumelea ludovicata	24.176558	120.55142	68	20160608
A35-20160712-005	Geometridae	Eumelea	Eumelea ludovicata	24.41809	121.78984	245	20160712
V22-20160728-047	Geometridae	Eumelea	Eumelea ludovicata	24.176558	120.55142	68	20160728
V22-20160728-048	Geometridae	Eumelea	Eumelea ludovicata	24.176558	120.55142	68	20160728
V22-20160728-049	Geometridae	Eumelea	Eumelea ludovicata	24.176558	120.55142	68	20160728
A35-20141116-249	Pyralidae	Pyralis	Pyralis regalis	24.41809	121.78984	245	20141116
A43-20160713-116	Pyralidae	Pyralis	Pyralis regalis	24.31492	121.72523	549	20160713
A38-20140728-134	Drepanidae	Auzata	Auzata simpliciata	23.955256	121.17201	1220	20140728
V15-20140101-074	Erebidae	Parolulis	Parolulis renalis	23.690748	120.62233	161	20140101
V09-20130601-008	Limacodidae	Setora	Setora postornata	24.145417	120.557194	83	20130601
V16-20130728-008	Limacodidae	Setora	Setora postornata	22.90725	121.135166	168	20130728
V16-20130728-009	Limacodidae	Setora	Setora postornata	22.90725	121.135166	168	20130728
V11-20130907-041	Limacodidae	Setora	Setora postornata	23.058381	120.733335	1427	20130907
V09-20140329-048	Limacodidae	Setora	Setora postornata	24.145417	120.557194	83	20140329
V09-20140329-049	Limacodidae	Setora	Setora postornata	24.145417	120.557194	83	20140329
V03-20140402-078	Limacodidae	Setora	Setora postornata	23.619961	120.802242	1721	20140402
v01-20140425-033	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20140425
V15-20140425-069	Limacodidae	Setora	Setora postornata	23.690748	120.62233	161	20140425
V02-20140501-182	Limacodidae	Setora	Setora postornata	24.051142	120.780668	312	20140501
V09-20140524-062	Limacodidae	Setora	Setora postornata	24.145417	120.557194	83	20140524
V01-20140624-078	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20140624
V17-20140705-044	Limacodidae	Setora	Setora postornata	22.967711	120.68557	750	20140705
A35-20140923-138	Limacodidae	Setora	Setora postornata	24.41809	121.78984	245	20140923
V15-20140926-029	Limacodidae	Setora	Setora postornata	23.690748	120.62233	161	20140926
V21-20150328-005	Limacodidae	Setora	Setora postornata	24.178792	120.549339	42	20150328
V22-20150424-028	Limacodidae	Setora	Setora postornata	24.176558	120.55142	68	20150424
A46-20150513-111	Limacodidae	Setora	Setora postornata	23.266046	120.825008	1004	20150513
V01-20150618-020	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20150618
V01-20150618-021	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20150618
V01-20150618-023	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20150618
V01-20150618-024	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20150618
V01-20150618-025	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20150618
V21-20150620-016	Limacodidae	Setora	Setora postornata	24.178792	120.549339	42	20150620
V01-20160407-025	Limacodidae	Setora	Setora postornata	24.176292	120.562168	168	20160407
A46-20160426-272	Limacodidae	Setora	Setora postornata	23.266046	120.825008	1004	20160426
V25-20160514-066	Limacodidae	Setora	Setora postornata	23.7153771	120.6158974	176	20160514
A34-20130709-097	Drepanidae	Macrauzata	Macrauzata minor	24.81502	121.41285	670	20130709
A37-20150812-162	Cossidae	Polyphagozerra	Polyphagozerra coffeae	24.53687	121.83858	278	20150812
A35-20140302-063	Nolidae	Evonima	Evonima ochritincta	24.41809	121.78984	245	20140302
V03-20130606-026	Erebidae	Flammona	Flammona sp	23.619961	120.802242	1721	20130606
V29-20160827-009	Erebidae	Treitschkendia	Treitschkendia insipidalis	23.482412	120.868138	2464	20160827
V11-20140308-110	Noctuidae	Rhynchaglaea	Rhynchaglaea hemixantha hemixantha	23.058381	120.733335	1427	20140308
A47-20150318-010	Noctuidae	Rhynchaglaea	Rhynchaglaea hemixantha hemixantha	23.283033	120.919764	2082	20150318
A48-20160222-036	Noctuidae	Rhynchaglaea	Rhynchaglaea hemixantha hemixantha	23.286559	120.897641	1900	20160222
A45-20141118-036	Geometridae	Dysstroma	Dysstroma cinereata cinereata	24.28848	121.71066	1018	20141118
A52-20151110-106	Geometridae	Dysstroma	Dysstroma cinereata cinereata	23.277222	120.917283	2234	20151110
A38-20141120-017	Erebidae	Asuridia	Asuridia inouei	23.955256	121.17201	1220	20141120
V04-20150223-026	Geometridae	Mesoptila	Mesoptila melanolopha	24.257227	121.008787	2287	20150223
V04-20150223-027	Geometridae	Mesoptila	Mesoptila melanolopha	24.257227	121.008787	2287	20150223
A52-20160222-077	Geometridae	Mesoptila	Mesoptila melanolopha	23.277222	120.917283	2234	20160222
V14-20130428-031	Geometridae	Biston	Biston regalis comitata	23.712426	120.90843	1525	20130428
V03-20130510-149	Geometridae	Biston	Biston regalis comitata	23.619961	120.802242	1721	20130510
V03-20130606-065	Geometridae	Biston	Biston regalis comitata	23.619961	120.802242	1721	20130606
V03-20130708-001	Geometridae	Biston	Biston regalis comitata	23.619961	120.802242	1721	20130708
V04-20140530-256	Geometridae	Biston	Biston regalis comitata	24.257227	121.008787	2287	20140530
V04-20130509-160	Crambidae	Spoladea	Spoladea recurvalis	24.257227	121.008787	2287	20130509
A35-20130605-124	Crambidae	Spoladea	Spoladea recurvalis	24.41809	121.78984	245	20130605
V02-20130801-166	Crambidae	Spoladea	Spoladea recurvalis	24.051142	120.780668	312	20130801
A39-20130807-061	Crambidae	Spoladea	Spoladea recurvalis	24.55732	121.54372	85	20130807
V07-20130809-045	Crambidae	Spoladea	Spoladea recurvalis	24.22315	120.762824	390	20130809
V05-20130809-036	Crambidae	Spoladea	Spoladea recurvalis	25.154885	121.504001	310	20130809
V05-20130809-038	Crambidae	Spoladea	Spoladea recurvalis	25.154885	121.504001	310	20130809
B28-20131017-052	Crambidae	Spoladea	Spoladea recurvalis	24.102872	121.607033	27	20131017
V06-20131101-105	Crambidae	Spoladea	Spoladea recurvalis	24.576929	120.884343	100	20131101
V02-20140204-121	Crambidae	Spoladea	Spoladea recurvalis	24.051142	120.780668	312	20140204
A41-20140325-182	Crambidae	Spoladea	Spoladea recurvalis	23.956808	121.124291	1112	20140325
V04-20140530-321	Crambidae	Spoladea	Spoladea recurvalis	24.257227	121.008787	2287	20140530
V04-20140530-322	Crambidae	Spoladea	Spoladea recurvalis	24.257227	121.008787	2287	20140530
A40-20140924-212	Crambidae	Spoladea	Spoladea recurvalis	24.3208	121.7209	280	20140924
V02-20141022-087	Crambidae	Spoladea	Spoladea recurvalis	24.051142	120.780668	312	20141022
V09-20141025-005	Crambidae	Spoladea	Spoladea recurvalis	24.145417	120.557194	83	20141025
V05-20141121-035	Crambidae	Spoladea	Spoladea recurvalis	25.154885	121.504001	310	20141121
V02-20141124-126	Crambidae	Spoladea	Spoladea recurvalis	24.051142	120.780668	312	20141124
A48-20150512-143	Crambidae	Spoladea	Spoladea recurvalis	23.286559	120.897641	1900	20150512
A46-20150513-159	Crambidae	Spoladea	Spoladea recurvalis	23.266046	120.825008	1004	20150513
A35-20150609-209	Crambidae	Spoladea	Spoladea recurvalis	24.41809	121.78984	245	20150609
A43-20150611-212	Crambidae	Spoladea	Spoladea recurvalis	24.31492	121.72523	549	20150611
A43-20150611-213	Crambidae	Spoladea	Spoladea recurvalis	24.31492	121.72523	549	20150611
V20-20150720-077	Crambidae	Spoladea	Spoladea recurvalis	24.617738	120.914902	37	20150720
V20-20150720-078	Crambidae	Spoladea	Spoladea recurvalis	24.617738	120.914902	37	20150720
A35-20150811-172	Crambidae	Spoladea	Spoladea recurvalis	24.41809	121.78984	245	20150811
A35-20150811-177	Crambidae	Spoladea	Spoladea recurvalis	24.41809	121.78984	245	20150811
A37-20150812-125	Crambidae	Spoladea	Spoladea recurvalis	24.53687	121.83858	278	20150812
V21-20150912-007	Crambidae	Spoladea	Spoladea recurvalis	24.178792	120.549339	42	20150912
A34-20151006-129	Crambidae	Spoladea	Spoladea recurvalis	24.81502	121.41285	670	20151006
A37-20151016-162	Crambidae	Spoladea	Spoladea recurvalis	24.53687	121.83858	278	20151016
V23-20151110-031	Crambidae	Spoladea	Spoladea recurvalis	24.23196	120.73736	302	20151110
A52-20151110-256	Crambidae	Spoladea	Spoladea recurvalis	23.277222	120.917283	2234	20151110
A52-20151110-257	Crambidae	Spoladea	Spoladea recurvalis	23.277222	120.917283	2234	20151110
A47-20151110-112	Crambidae	Spoladea	Spoladea recurvalis	23.283033	120.919764	2082	20151110
A47-20151110-113	Crambidae	Spoladea	Spoladea recurvalis	23.283033	120.919764	2082	20151110
V19-20151113-094	Crambidae	Spoladea	Spoladea recurvalis	25.157501	121.511441	517	20151113
A52-20160601-201	Crambidae	Spoladea	Spoladea recurvalis	23.277222	120.917283	2234	20160601
A46-20160705-149	Crambidae	Spoladea	Spoladea recurvalis	23.266046	120.825008	1004	20160705
A43-20160713-103	Crambidae	Spoladea	Spoladea recurvalis	24.31492	121.72523	549	20160713
